collar_id,maker,battery_life,signal_distance,fail
1,Collarium Inc.,141.05317479220514,4170.846997991083,0
2,Collarium Inc.,121.0921670618851,4134.00476195513,0
3,Collarium Inc.,126.02642597016708,4277.101582564608,1
4,Collarium Inc.,126.71447667102986,4197.7790340318425,0
5,Collarium Inc.,141.010259627129,4172.9933032964045,1
6,Collarium Inc.,104.8181081848806,4174.955506348206,0
7,Collarium Inc.,110.36767499322768,4214.844899700962,0
8,Collarium Inc.,108.44976782802068,4232.043773903803,0
9,Collarium Inc.,128.65375430026796,4250.968481375221,0
10,Collarium Inc.,123.78974933579651,4227.509088844665,0
11,Collarium Inc.,130.69636669144532,4140.801672423008,0
12,Collarium Inc.,122.45971577499228,4202.96937709263,0
13,Collarium Inc.,139.95367944438198,4228.707065452046,0
14,Collarium Inc.,109.00448727134876,4240.017723780288,0
15,Collarium Inc.,128.9792302123998,4258.390131896045,0
16,Collarium Inc.,109.9860974176209,4140.470264987905,0
17,Collarium Inc.,128.58048438855693,4172.080009759122,0
18,Collarium Inc.,114.524643998697,4159.468625046546,0
19,Collarium Inc.,119.33775283599896,4137.360050012676,0
20,Collarium Inc.,124.79141115476968,4199.802636172046,0
21,Collarium Inc.,95.20226817713876,4229.178740403667,0
22,Collarium Inc.,104.42222920058752,4220.389992240861,0
23,Collarium Inc.,118.96204742122008,4206.399635518712,0
24,Collarium Inc.,119.56779844761525,4237.807141353698,0
25,Collarium Inc.,114.87052341293769,4219.2030188193685,0
26,Collarium Inc.,126.07594734922974,4199.211503043213,0
27,Collarium Inc.,125.62089717163886,4210.671295273121,0
28,Collarium Inc.,147.39737024065985,4126.979677155231,0
29,Collarium Inc.,116.42275571231708,4216.83393590613,0
30,Collarium Inc.,124.49584187476988,4151.225921304575,0
31,Collarium Inc.,115.47468886179242,4193.844406615272,0
32,Collarium Inc.,124.6727259273278,4205.0526460226465,1
33,Collarium Inc.,131.65415290623406,4180.446114964672,0
34,Collarium Inc.,106.98221926931882,4159.781856153344,0
35,Collarium Inc.,132.04243353128928,4249.888815821739,0
36,Collarium Inc.,120.11392036899142,4195.741537744812,0
37,Collarium Inc.,144.6224697070443,4150.462177704308,0
38,Collarium Inc.,111.95498336803226,4201.781828046767,0
39,Collarium Inc.,132.60974165238346,4189.8112737515685,0
40,Collarium Inc.,128.12578696356852,4151.7847345263135,0
41,Collarium Inc.,113.36202130208385,4224.662765133372,0
42,Collarium Inc.,130.93150724549724,4194.210430743653,0
43,Collarium Inc.,108.46940067407634,4179.310274441157,1
44,Collarium Inc.,106.4116467588606,4176.103739002826,0
45,Collarium Inc.,127.59877983174124,4193.254285098876,0
46,Collarium Inc.,119.73677318908366,4159.696866154117,0
47,Collarium Inc.,100.62009131848474,4199.552892842718,0
48,Budget Collars LLC,103.02566145988098,4292.92149928009,0
49,Budget Collars LLC,86.5117514218598,4288.661226431094,1
50,Budget Collars LLC,83.75870373964665,4278.135511493455,1
51,Budget Collars LLC,75.18377412300528,4325.516886866866,0
52,Budget Collars LLC,92.81594590823696,4333.074789469461,0
53,Budget Collars LLC,80.4062628325247,4304.032780790162,0
54,Budget Collars LLC,72.16057701939845,4343.6935872960785,1
55,Budget Collars LLC,86.449269068065135,4313.810427732391,0
56,Budget Collars LLC,71.89172296333899,4350.152981017353,0
57,Budget Collars LLC,90.6805676205792,4308.885451400782,0
58,Budget Collars LLC,86.64065900131779,4304.026759902032,0
59,Budget Collars LLC,79.40412564203356,4327.625126854336,0
60,Budget Collars LLC,83.54322730784064,4298.963019750038,0
61,Budget Collars LLC,106.84249478411188,4325.222575244703,1
62,Budget Collars LLC,89.3850465404335,4334.211291641946,0
63,Budget Collars LLC,85.73852327201914,4336.823410833073,1
64,Budget Collars LLC,87.64608124903887,4296.6334298831,0
65,Budget Collars LLC,88.10888605902736,4266.44193949338,0
66,Budget Collars LLC,96.4206873626402,4328.296460694577,1
67,Budget Collars LLC,80.69368616272281,4305.752154969915,1
68,Budget Collars LLC,80.19307576304843,4340.987598928302,0
69,Budget Collars LLC,83.91188187224613,4255.21537359425,0
70,Budget Collars LLC,86.71256722026718,4299.1313772474205,1
71,Budget Collars LLC,85.3474701687105,4352.658364582041,0
72,Budget Collars LLC,68.36565042982119,4264.015545939184,1
73,Budget Collars LLC,85.98008662335538,4295.460884251199,0
74,Budget Collars LLC,89.83937438236075,4294.695532445913,0
75,Budget Collars LLC,71.17865485578197,4248.747427403623,0
76,Budget Collars LLC,83.18859506315673,4281.441731586385,0
77,Budget Collars LLC,74.7324857321348,4307.677296441754,1
78,Budget Collars LLC,97.8565983282057,4287.670570052417,1
79,Budget Collars LLC,81.64410158237254,4235.5566694542495,0
80,Budget Collars LLC,99.78494899319482,4365.242029017674,0
81,Budget Collars LLC,79.55736285757837,4264.637292159998,0
82,Budget Collars LLC,88.82807427537256,4316.956332005402,0
83,Budget Collars LLC,81.13444505634033,4316.196693293947,0
84,Budget Collars LLC,99.29284572912312,4342.978431736432,0
85,Budget Collars LLC,86.7001317499563,4303.28535956497,0
86,Budget Collars LLC,84.83794094213154,4313.5167655391,1
87,Budget Collars LLC,108.87755222533276,4325.603960880115,0
88,Budget Collars LLC,94.25816547781824,4277.691594586945,0
89,Budget Collars LLC,83.01234245457377,4314.058654979694,0
90,Budget Collars LLC,80.99905784796532,4281.206669886821,0
91,Budget Collars LLC,109.34105329196493,4338.475902354651,0
92,Budget Collars LLC,101.584529296889,4222.357312062577,1
93,Budget Collars LLC,86.131139070522,4259.150620808934,0
94,Budget Collars LLC,84.4907884738419,4276.417819420144,0
95,Budget Collars LLC,88.2813367405862,4333.622945684419,0
96,Budget Collars LLC,99.76516134925296,4276.849424426591,0
97,Budget Collars LLC,92.05999931466648,4291.690614857469,1
98,Budget Collars LLC,71.19486012386865,4295.824541669095,1
99,Budget Collars LLC,89.0856015041131,4257.73968226882,1
100,Budget Collars LLC,74.63253679999961,4310.253605282017,0
101,Darn Tuff Collars Company,114.95101511705356,4225.097845873531,0
102,Darn Tuff Collars Company,116.09710298239811,4120.408517711888,0
103,Darn Tuff Collars Company,105.12375485539074,4090.1024760931173,0
104,Darn Tuff Collars Company,134.81032430209643,4195.2385727022765,0
105,Darn Tuff Collars Company,132.88073777239867,4177.786953765775,0
106,Darn Tuff Collars Company,118.1832273354791,4204.674408541689,0
107,Darn Tuff Collars Company,115.61667939749302,4127.449115701578,0
108,Darn Tuff Collars Company,109.5188156347387,4151.894921613809,0
109,Darn Tuff Collars Company,123.17042824274027,4232.759777036104,0
110,Darn Tuff Collars Company,93.66362991989284,4191.402796328999,0
111,Darn Tuff Collars Company,131.58946627400715,4177.262023765859,0
112,Darn Tuff Collars Company,122.63578058041583,4100.469920752885,0
113,Darn Tuff Collars Company,116.12118812376599,4161.498346065781,0
114,Darn Tuff Collars Company,107.63858097473523,4083.0612263688517,0
115,Darn Tuff Collars Company,116.04091316044497,4211.889720073883,0
116,Darn Tuff Collars Company,91.53477527815024,4167.280584088475,0
117,Darn Tuff Collars Company,107.29728626438349,4206.577499580392,0
118,Darn Tuff Collars Company,144.87568481840208,4222.37333909525,0
119,Darn Tuff Collars Company,111.04196989010538,4239.045690717724,0
120,Darn Tuff Collars Company,121.46926609802536,4135.769543693294,0
121,Darn Tuff Collars Company,117.87311823854144,4194.017516805946,0
122,Darn Tuff Collars Company,124.79708220236209,4185.007841382606,0
123,Darn Tuff Collars Company,107.2081237419817,4208.9164130200425,0
124,Darn Tuff Collars Company,110.34537461103731,4128.202211395881,0
125,Darn Tuff Collars Company,118.44719764324132,4208.291707957994,0
126,Darn Tuff Collars Company,129.94375042802358,4166.844812717784,0
127,Darn Tuff Collars Company,126.08326671785264,4131.872975984347,0
128,Darn Tuff Collars Company,124.308772650842,4152.275902593234,0
129,Darn Tuff Collars Company,120.24342439746071,4183.808654214608,0
130,Darn Tuff Collars Company,119.65839464423999,4164.87439384473,0
131,Darn Tuff Collars Company,104.19521519594005,4186.890077731406,0
132,Darn Tuff Collars Company,114.89431751575736,4149.981713057573,0
133,Darn Tuff Collars Company,107.25227948993103,4192.11501127776,0
134,Darn Tuff Collars Company,128.94827394650028,4122.940138910078,0
135,Darn Tuff Collars Company,136.4694856155565,4163.35736173784,0
136,Darn Tuff Collars Company,113.6054511930481,4129.704990544531,0
137,Darn Tuff Collars Company,109.31296882332666,4243.994120646558,0
138,Darn Tuff Collars Company,115.10145455804204,4204.171487220275,0
139,Darn Tuff Collars Company,119.70306237166017,4199.046748610717,0
140,Darn Tuff Collars Company,126.31639195153693,4110.563488364012,0
141,Darn Tuff Collars Company,109.32001362921709,4115.47640059361,0
142,Darn Tuff Collars Company,118.07056361270192,4189.814291043827,0
143,Darn Tuff Collars Company,99.85175835116245,4147.216960513024,0
144,Darn Tuff Collars Company,122.50126276570245,4240.492951353164,0
145,Darn Tuff Collars Company,127.98586275101171,4158.814207764206,0
146,Darn Tuff Collars Company,122.52168447960977,4149.831729120174,0
147,Darn Tuff Collars Company,104.36819300648251,4236.4189036083035,0
148,Darn Tuff Collars Company,122.43143664246848,4139.70745324036,0
149,Darn Tuff Collars Company,113.67512941290349,4201.956490312825,0
150,Darn Tuff Collars Company,128.32462075786432,4157.781463688783,0
