chick_ID,site,avg_tussocks,dist_open_water
1,Cape Royds,7.528183309964453,8.801327286942312
15,Cape Royds,6.672933856928177,9.953285417412474
17,Cape Royds,6.135715012187574,12.528954272742657
21,Cape Royds,6.495235447899651,9.64433604911505
54,Cape Royds,6.627822613825244,9.192124090675213
80,Cape Royds,6.8117103739605,9.362385707119296
100,Cape Royds,5.987593950313221,10.632144607274277
148,Cape Royds,7.015462815274699,9.440532756203464
168,Cape Royds,6.264628447053283,10.43003495339251
178,Cape Royds,7.102896542019172,9.709301997838654
197,Cape Royds,7.020702797220468,5.899817575391453
206,Cape Royds,7.698339564577963,10.113831630940178
207,Cape Royds,6.849488768952798,9.434559464483723
210,Cape Royds,7.022362147564759,11.190977951751005
214,Cape Royds,6.520502814484619,10.858217056972597
241,Cape Royds,6.748895788044802,8.828897723787227
254,Cape Royds,6.588815372927261,9.62501632821496
291,Cape Royds,6.500891378296073,10.181922045737515
352,Cape Royds,7.355849694591265,10.728013209497108
369,Cape Royds,6.876509624541635,11.042249731012049
375,Cape Royds,6.960399361276368,11.248451855232549
387,Cape Royds,7.346689130580119,9.54265638898744
388,Cape Royds,7.873648949859174,9.905425988744796
395,Cape Royds,6.3731137055292635,8.852501056996937
413,Cape Royds,6.7365336648488405,7.8213424236335625
429,Cape Royds,7.043269559110733,10.88179213567199
449,Cape Royds,6.029724135586182,12.538995794567914
484,Cape Royds,7.002724333824685,9.201265466102033
503,Cape Royds,6.651185827953846,8.721770036141722
514,Cape Royds,6.264515495127877,10.253228085614754
520,Cape Royds,6.082804339787482,9.80155824396079
523,Cape Royds,6.554404177956644,10.168839836144606
525,Cape Royds,6.417902286165272,10.067630061250414
530,Cape Royds,7.169812802647271,10.144128398489595
563,Cape Royds,6.511878068598069,9.634408831720018
567,Cape Royds,6.2443953708545354,11.44906919741991
586,Cape Royds,6.531930115642921,12.392666309431311
591,Cape Royds,7.2618721784947855,10.834868039693992
605,Cape Royds,6.446227415592785,9.248060946849172
610,Cape Royds,7.423796031178311,11.141811665747694
614,Cape Royds,6.566549682640158,9.959025470225532
621,Cape Royds,6.496701953548514,9.452137734560322
629,Cape Royds,6.408611858883707,8.841877819486458
648,Cape Royds,7.0679534821790115,10.858898531139891
704,Cape Royds,7.496200884413213,11.53207666069845
710,Cape Royds,6.685387543958235,9.444490099865178
711,Cape Royds,6.4111346364607895,10.925873806475792
718,Cape Royds,7.047622449099153,10.42752885006587
764,Cape Royds,7.0058559148610495,9.802460039682499
766,Cape Royds,6.8322782573586505,8.000291886076603
776,Cape Royds,7.128655829758957,9.533302942823932
792,Cape Royds,7.2164541461876555,9.17693009044364
811,Cape Royds,6.6848325471123085,10.657730940691303
818,Cape Royds,7.081640340583959,8.12830694048028
819,Cape Royds,6.3663827134023245,9.868839788831734
836,Cape Royds,7.931933071292137,10.099565589656306
863,Cape Royds,6.326021465505368,8.739297892213267
868,Cape Royds,6.288111665609682,8.431025797338744
882,Cape Royds,6.5158302259542635,10.317282687805712
907,Cape Royds,6.978468528998798,11.011028257199197
910,Cape Royds,6.811586317354853,10.527994672458934
948,Cape Royds,7.434040451112921,11.144088144950173
990,Cape Royds,6.621458799348122,8.7387441074033
998,Cape Royds,6.83047085774,10.388024534367286
1000,Cape Royds,7.462674208612307,10.53806494194164
1010,Cape Royds,7.004275215142728,10.110758752498601
1018,Cape Royds,7.583183282755166,8.587521055567594
1029,Cape Royds,5.859091662653274,10.171706299489372
1073,Cape Royds,6.931878140839179,9.668694277631877
1075,Cape Royds,7.347365226257341,11.119102276975852
1076,Cape Royds,7.790514150058813,10.166759498457512
1122,Cape Royds,6.873236556677849,10.029254204751862
1156,Cape Royds,6.757351602332542,8.340494105131599
1166,Cape Royds,6.485449871833113,11.367205748547148
1176,Cape Royds,6.720713605606256,8.808360683671918
1197,Cape Royds,6.7033441104427975,9.598271148133115
1202,Cape Royds,6.57240405418623,12.081324211396202
1209,Cape Royds,6.700601533085667,10.094885410617318
1211,Cape Royds,6.93256932131316,11.492262632050121
1255,Cape Royds,6.588009801026634,10.776220795297498
1264,Cape Royds,6.708326054320156,10.087404529900823
1274,Cape Royds,6.568423153781544,9.329597636139388
1297,Cape Royds,7.61885456093182,11.341787867870142
1307,Cape Royds,6.592622379970288,9.48946932063425
1330,Cape Royds,7.903614693608093,9.542652944554579
1334,Cape Royds,6.75922256979835,9.197714868507264
1373,Cape Royds,6.745466962572941,8.862181034540235
1381,Cape Royds,6.169210242489391,12.17662814719383
1387,Cape Royds,7.137769110467919,10.543433638469843
1390,Cape Royds,7.25569163370499,8.193483495294506
1419,Cape Royds,7.457894473610027,9.438518993291318
1443,Cape Royds,8.393895651539228,10.157650498575729
1462,Cape Royds,7.971333756272795,8.831238745440336
1487,Cape Royds,7.140374148950352,10.277079914560229
1501,Cape Royds,7.765705520140788,10.178577116876063
1508,Cape Royds,6.8826263124007845,12.684535986280919
1518,Cape Royds,6.614877340947386,11.445331859924801
1549,Cape Royds,6.5626109407560325,9.660388120103477
1558,Cape Royds,6.979551096245094,8.837939387093328
1561,Cape Royds,7.339071651343957,11.26339964395041
1566,Cape Royds,7.5660875765268525,11.015047179546613
1572,Cape Royds,7.3136643977421185,8.284153284987884
1584,Cape Royds,6.226575364118487,9.203843587412138
1604,Cape Royds,7.038838581972785,10.594781112304338
1629,Cape Royds,7.199205178033439,10.238695666749502
1650,Cape Royds,7.1394752096996354,10.238229655673027
1696,Cape Royds,6.832659335570484,10.338207428098112
1722,Cape Royds,6.557865601426477,9.89119126392013
1803,Cape Royds,7.524385594616161,10.434029553719428
1807,Cape Royds,6.381255190740468,11.21448017710776
1828,Cape Royds,7.142053124966069,9.738240845458703
1834,Cape Royds,6.795007831136133,10.967263367030935
1848,Cape Royds,7.89390486561091,10.614748491795321
1896,Cape Royds,7.358514141675822,10.013365608778596
1897,Cape Royds,7.582667901876103,9.680554569873813
1899,Cape Royds,6.991804164298511,9.046423655308569
1929,Cape Royds,7.415949574625275,9.444207724762064
1937,Cape Royds,6.396962416272157,9.686174011821642
1956,Cape Royds,6.761632269488296,9.92940370511613
1959,Cape Royds,6.764385990029491,9.453486453227457
1965,Cape Royds,6.604236743147431,9.727007325155745
1970,Cape Royds,6.879140523003032,10.959010238095676
1983,Cape Royds,7.116008276332155,11.362595811235009
1993,Cape Royds,7.172506866061642,11.203343280083823
2014,Cape Royds,7.8900729221908925,9.807713929774659
2026,Cape Royds,6.838332488858153,9.923027920126723
2032,Cape Royds,7.1015461814642125,11.476407605559704
2118,Cape Royds,7.844980009458521,10.776767171620536
2138,Cape Royds,6.617867828514785,9.918512726136417
2169,Cape Royds,7.585072953665795,10.682168563989912
2204,Cape Royds,7.215119671979378,10.100771037484389
2222,Cape Royds,7.655935628334414,10.470720280472424
2226,Cape Royds,6.747971609383898,12.076476751835285
2236,Cape Royds,8.062170820691454,10.748065479624975
2239,Cape Royds,6.957249989362469,10.711459269803031
2245,Cape Royds,7.04408718494805,9.445025494785538
2246,Cape Royds,7.206079228551967,9.570132282746554
2269,Cape Royds,7.726932918794869,8.157614020679748
2316,Cape Royds,7.201211562209898,11.284009758353898
2405,Cape Royds,6.843154054091472,9.2920092522456
2419,Cape Royds,7.416745898647457,9.127866470375682
2431,Cape Royds,7.145537537217949,8.088753852588564
2433,Cape Royds,7.237150501197752,10.681913493542794
2436,Cape Royds,6.481822014752619,10.491930677970307
2438,Cape Royds,6.673858707871638,9.545730456743128
2450,Cape Royds,7.47644305139194,9.44609549639675
2466,Cape Royds,7.25483049169763,10.554307475451814
2481,Cape Royds,6.433605669386555,9.616650280973307
2487,Cape Royds,6.758485408251219,9.950261203686933
2505,Cape Royds,6.953060454741143,10.267141993465252
2518,Cape Royds,6.606935323371131,10.1725135811192
2520,Cape Royds,6.578257752193123,8.453581871117228
2547,Cape Royds,7.780763111778169,9.467831994678463
2623,Cape Royds,7.847118089019108,9.199128936412295
2679,Cape Royds,6.175422083764284,9.96925339555254
2688,Cape Royds,6.332154585378116,9.863902561218772
2696,Cape Royds,6.99594788989924,10.075251405178188
2708,Cape Royds,5.94520162409035,9.419404455907747
2716,Cape Royds,6.509190693053881,9.591515192997111
2728,Cape Royds,7.096808581744363,8.442257766511412
2743,Cape Royds,7.533112767765518,10.507681307861139
2744,Cape Royds,6.4195513451994914,9.979961176630935
2766,Cape Royds,7.127174790523827,8.13312244778022
2775,Cape Royds,6.155058438157229,10.547263643094773
2789,Cape Royds,7.103261169649135,9.642678601129376
2892,Cape Royds,6.750139169196238,9.549670313010063
2914,Cape Royds,6.745081427474876,9.570565519089975
2948,Cape Royds,6.674578963289004,10.800998962734317
2976,Cape Royds,7.056354154969351,11.047765373139448
3003,Cape Royds,7.261190820746342,11.32634175001834
3006,Cape Royds,7.706349643054045,10.584773130772561
3026,Cape Royds,7.1981865442981885,11.336435040468695
3065,Cape Royds,7.434461543651769,11.52071901809387
3085,Cape Royds,7.31823173301531,9.37386955588322
3086,Cape Royds,7.283129205155767,9.716629553871767
3094,Cape Royds,6.785688975250588,11.551226837740892
3107,Cape Royds,6.997824911566265,10.506492737937903
3112,Cape Royds,7.407788476964519,9.47939302965775
3142,Cape Royds,6.994509952258451,8.538232900820347
3152,Cape Royds,6.716123993346787,9.958879717885246
3169,Cape Royds,6.834610613656938,8.866574258811367
11,Erebus East,10.23389849657238,126.04304933298228
12,Erebus East,10.584885096191991,124.49487776121983
16,Erebus East,10.22368663674451,124.05217330890838
47,Erebus East,9.296440387983507,124.12339079275513
81,Erebus East,10.519762184553109,125.77956711825733
120,Erebus East,9.998642903351579,123.65879551414939
126,Erebus East,10.087105106858022,124.35059722358956
162,Erebus East,10.136252928265936,125.69350057799896
193,Erebus East,10.354124698285876,124.09359215122987
219,Erebus East,9.668739506079806,124.75750492948966
224,Erebus East,10.309021073734897,124.94066643023707
229,Erebus East,10.476072371370662,124.62728568762256
253,Erebus East,10.594365836584613,125.10291547840477
268,Erebus East,10.113600182043989,125.94014468312558
293,Erebus East,10.12131326542496,125.48303355333958
304,Erebus East,10.457728035740315,124.09509537316129
319,Erebus East,10.619867493385536,124.53878193900923
327,Erebus East,9.692102671757269,123.65605046862392
328,Erebus East,10.279199504299422,124.84486946908387
334,Erebus East,10.575111653594169,125.62299929693695
340,Erebus East,10.110596370355061,125.39291553923988
343,Erebus East,9.601092239899982,125.62248914219434
360,Erebus East,9.574577047656055,123.97037499838892
425,Erebus East,9.490607477234215,124.66549685077302
434,Erebus East,10.54525481888406,124.02702751088604
438,Erebus East,9.999779138650036,125.84131766520218
450,Erebus East,10.269837049073864,125.16683553132432
475,Erebus East,9.97300998428061,126.01354996825427
489,Erebus East,10.874540867559826,127.04075062245455
492,Erebus East,9.578980039164222,123.5928026603111
493,Erebus East,10.003243599011125,125.3904891325636
519,Erebus East,9.033608236902317,125.6762091648958
532,Erebus East,9.705800145440884,124.27998243070246
544,Erebus East,10.749099990093569,125.16593747019617
548,Erebus East,9.762502058939925,124.85880508690056
554,Erebus East,10.693043436188947,125.50576541232236
593,Erebus East,9.152643331012897,125.48121233233599
633,Erebus East,10.218275012040106,125.8168447653825
688,Erebus East,9.45115313208589,123.35895012241902
690,Erebus East,9.93080456430363,124.37490558252748
691,Erebus East,9.3500364490058,123.83750346069684
694,Erebus East,9.860206435986099,124.62999407749157
702,Erebus East,9.19801211855711,125.69687841625006
790,Erebus East,10.610232633692391,125.15295818343093
806,Erebus East,11.021119793984155,125.01086663941167
810,Erebus East,10.163311696566796,125.77783086235728
812,Erebus East,10.211253146307762,123.21797356467829
852,Erebus East,9.348281469272546,125.20203953191513
884,Erebus East,10.930399949558293,124.97891186294724
891,Erebus East,9.721506324860869,125.08358941764179
897,Erebus East,10.010801288979758,125.77412865593983
911,Erebus East,9.585792887820872,125.8233435824402
949,Erebus East,9.432801730429432,124.38121487242323
953,Erebus East,9.448405438146178,124.0841139061952
1021,Erebus East,10.421201789518465,124.70271706476576
1041,Erebus East,11.16725101372581,123.73651827097346
1072,Erebus East,10.040632711941102,124.24701709022395
1079,Erebus East,9.38133406841968,126.41881008900248
1096,Erebus East,10.4325069932786,126.60710417652565
1103,Erebus East,10.108479930465009,126.05698452849558
1109,Erebus East,10.67749203479796,126.23621915873343
1160,Erebus East,9.298505958860584,126.68054988825419
1187,Erebus East,9.957940137655227,123.7576883107561
1204,Erebus East,10.426339188510056,125.01355180327843
1238,Erebus East,10.19520132972084,126.18341966895602
1240,Erebus East,9.555277152898213,126.96186565111194
1261,Erebus East,9.635614379105244,126.00741077427645
1345,Erebus East,10.301452195625775,126.46484753983414
1380,Erebus East,10.001773989266612,124.26594551299404
1401,Erebus East,9.644008268375156,125.17879293696394
1422,Erebus East,10.11806955787118,125.2929510496451
1467,Erebus East,9.174985430016346,126.89895824464406
1468,Erebus East,10.429787426491007,125.5456514789607
1492,Erebus East,9.163631672073437,124.0297255129207
1529,Erebus East,9.97728379952465,126.01856513313112
1542,Erebus East,10.197526201172115,125.41070589449552
1579,Erebus East,9.724311117084396,125.57323493025612
1594,Erebus East,9.68729020864311,124.80058819203657
