tank_id,species,avg_daily_temp,num_fish,day_length,tank_volume,size_day_30
1,tilapia,23.57284896220881,105,10,400.7181768677991,2779.7257773689344
2,tilapia,23.75279551581929,102,10,399.43003695766885,2785.8463924140046
3,tilapia,23.0727995271294,109,10,399.48778266655137,2781.342373331955
4,tilapia,23.746006561760282,98,12,400.8874199513822,2784.7850714519313
5,tilapia,24.4052245543657,103,10,399.87956323686643,2786.340009261992
6,tilapia,23.257683962426366,97,10,399.8416384753712,2782.7025812096986
7,tilapia,23.50577532258906,101,11,400.2233600922882,2783.7858421372366
8,tilapia,24.909996666547,99,10,401.1447943140243,2789.213047665876
9,tilapia,23.67506057161713,102,9,399.8065865698958,2787.598428623478
10,tilapia,23.82160650410868,95,10,398.81134493906006,2784.621433693581
11,tilapia,24.43219885370685,100,10,398.872533586162,2778.8266167598003
12,tilapia,23.95637021622877,102,12,401.7775309948555,2788.736086900446
13,tilapia,22.88840603017168,100,11,400.09500459234124,2784.1521552751115
14,tilapia,22.941208083139813,99,11,399.7692279913659,2779.9520736097534
15,tilapia,23.29927690340381,104,12,399.43960762265874,2787.627485403425
16,tilapia,23.702019546399722,98,10,399.9827093102826,2782.3586898426265
17,tilapia,23.79705325664428,105,11,399.59711028492876,2782.2907678216447
18,tilapia,24.259033353654523,99,11,400.04573685259896,2778.799672865641
19,tilapia,23.167409106605447,98,10,399.61522508669213,2776.3311460486434
20,tilapia,24.280051322087754,104,11,400.1143870051098,2771.2453228445634
21,tilapia,24.705153837697694,100,11,400.62546832846033,2775.0634506760252
22,tilapia,23.545532280346155,103,11,400.1875130369474,2782.6215183923937
23,tilapia,24.025676812956682,97,10,400.2569455975957,2779.783170778484
24,tilapia,23.950890085872498,98,11,400.67093547968597,2781.6837525185456
25,tilapia,23.40389564279471,101,10,398.97468008638003,2779.5808662216737
26,tilapia,23.78031875299939,94,10,399.19873995123066,2782.493021645318
27,tilapia,24.07859630094855,98,12,400.84280244032766,2786.0682914633626
28,tilapia,23.81461459708667,97,8,399.7789625676485,2789.503813038136
29,tilapia,24.45072091363838,98,10,399.4314230709,2785.522588660875
30,tilapia,24.13437379469459,99,11,399.3810642473227,2782.83301061928
31,tilapia,23.7323727977828,100,9,398.93850348957346,2785.953650781483
32,tilapia,23.899543991353465,94,10,401.2216443661638,2782.5639289233436
33,tilapia,24.72909678364975,96,9,399.1488014184732,2785.4547844035224
34,tilapia,24.731831591304616,101,9,401.22081398585937,2781.0243709439233
35,tilapia,22.9283655004933,103,10,398.7817500877108,2777.637670698233
36,tilapia,23.254640410065225,97,11,400.36117648834784,2787.0497408821175
37,tilapia,23.485277577268327,104,10,399.4828289951491,2787.2824554377003
38,tilapia,24.371507494436475,101,11,398.8429103992483,2777.537845930477
39,tilapia,22.893699073486907,92,9,400.7403346145206,2777.582810381759
40,tilapia,23.68363673232284,102,9,401.1753914929545,2780.907799980487
41,tilapia,24.14104483274155,94,10,400.1844568524141,2779.910497520638
42,tilapia,23.238583745562366,99,10,400.31507123834655,2789.0755065574413
43,tilapia,23.475877149098594,106,11,400.34620048232466,2772.965322301479
44,tilapia,23.66661473003507,99,10,399.04057005240907,2782.9845201184653
45,tilapia,22.683096225702528,102,11,399.85238504532305,2789.6408060384124
46,tilapia,24.04212202007483,101,10,398.1447538069894,2789.5899248944174
47,tilapia,24.410501085993193,100,10,398.8115631706873,2789.9142253132673
48,tilapia,23.797079345052065,97,9,400.27555418865677,2776.9820998497758
49,tilapia,23.563080174845034,101,10,400.8127043949674,2781.9317892843724
50,tilapia,23.31807837825206,102,8,399.6263937876753,2784.5829163510216
51,tilapia,23.90205401833841,98,11,401.06689507676674,2786.368788725735
52,tilapia,23.397771927283546,99,11,399.09602029004833,2778.7344017269493
53,tilapia,24.691663857740437,108,10,400.06477122873224,2781.3663659349204
54,tilapia,23.595009079263896,99,10,399.7660141494605,2781.310579238496
55,tilapia,24.037892621385158,97,10,400.53608072502925,2782.588253124721
56,tilapia,24.66701244525557,96,8,400.58155247191553,2785.616057698549
57,tilapia,24.167283938371437,100,11,399.2942949451795,2788.791863439097
58,tilapia,23.989258653513033,98,10,400.0382644339078,2778.8667095860465
59,tilapia,24.92295920599083,100,8,399.7118643294508,2778.2086319336418
60,tilapia,24.026721393038606,105,9,399.0670669107798,2790.9833769453876
61,tilapia,23.82606373816068,96,11,400.71752124118103,2776.3184734714214
62,tilapia,24.239475614109896,100,10,400.1131570728332,2780.381116453984
63,tilapia,24.032008233787032,100,10,399.30485108159723,2785.6069255993034
64,tilapia,23.135891443048042,99,12,400.30385647754395,2778.1780014183737
65,tilapia,24.386229398737427,99,10,398.0209692000328,2781.8566971225337
66,tilapia,23.39877553884532,95,11,400.57707624139516,2773.026675504602
67,tilapia,23.972629039502223,96,10,401.4783391636854,2786.215818787052
68,tilapia,24.624925600474157,99,10,400.0343460299968,2780.3105984142194
69,tilapia,23.862757906785088,103,9,399.4248595074053,2781.1512377493023
70,tilapia,23.775852414584076,97,10,399.3623769519552,2780.831977271852
71,tilapia,24.728340384345355,99,10,399.44556699110336,2779.881279548622
72,tilapia,24.35201303285987,90,10,399.7262955610436,2784.848584250835
73,tilapia,24.19827999514452,99,11,400.36756901230046,2776.9619873955457
74,tilapia,23.96695582349582,98,11,400.32223809431053,2777.5741383400878
75,tilapia,23.78899766624781,99,10,398.7034098146002,2776.671240699433
76,tilapia,23.936699230077068,98,11,399.0003555017386,2778.8562172793986
77,tilapia,24.180269675479153,100,10,399.6605787300321,2777.443012935843
78,tilapia,24.976749546767618,101,9,401.0595092163802,2782.968799803831
79,tilapia,24.337951849345654,104,11,401.1046267579333,2781.7378080669364
80,tilapia,22.833746834632073,96,10,400.1070522987108,2781.4966683010434
81,tilapia,23.90475227111237,105,10,399.75775653923586,2785.038597127123
82,tilapia,24.56855959400335,104,10,400.08431338329484,2781.3025284522478
83,tilapia,24.247864819308507,99,9,399.93896811043294,2785.6019955953484
84,tilapia,24.020534831098477,101,9,399.80972433431094,2774.53171282137
85,tilapia,23.98494870633292,101,10,400.8490068147127,2782.6930672528365
86,tilapia,23.724326051758233,99,10,400.0861321378651,2781.913231322795
87,tilapia,23.577492074830847,98,10,398.39422174175894,2787.7117146359847
88,tilapia,24.14412144307509,101,10,401.38457228980354,2775.1564806984197
89,tilapia,24.165717363108865,102,12,400.5105962896738,2781.9915694558663
90,tilapia,23.71076872620606,100,11,399.26358625379584,2782.556107114037
91,tilapia,23.877903313781786,95,12,399.4489282635326,2780.202645780482
92,tilapia,23.22312150505698,101,9,400.3337146901464,2780.221558766389
93,tilapia,23.86569016990644,99,10,400.6731256251943,2790.965419236769
94,tilapia,23.702184276068348,94,10,401.5406090061899,2788.5228057089075
95,tilapia,24.54948036644586,101,9,398.7845360608628,2784.6542227446257
96,tilapia,23.88174107559293,97,12,401.4718750821692,2782.906040233298
97,tilapia,23.79849377899417,97,10,400.00775454450707,2788.1329598045636
98,tilapia,24.815427793480197,101,9,400.72980490021826,2788.2872034687075
99,tilapia,24.389349664813906,109,9,399.2134870046806,2781.0339010688385
100,tilapia,23.65863858875112,100,10,400.9293868356064,2788.311934201361
101,tilapia,24.613528857008774,99,10,399.3322394976518,2786.529595621647
102,tilapia,24.48193660883052,97,12,400.6632224121319,2775.520985412859
103,tilapia,23.898561612989546,101,10,399.99708258562504,2780.266451363622
104,tilapia,23.80857748340301,105,10,400.55836487617285,2783.5850907444706
105,tilapia,23.574665562075502,100,10,399.6924080348866,2781.783876585245
106,tilapia,24.06161956808629,102,10,403.23354279861053,2782.742436085875
107,tilapia,23.612418154361578,95,10,400.3257291087688,2785.604072030206
108,tilapia,23.768228697685537,104,11,397.8784857759517,2784.5291428550277
109,tilapia,23.864371476371268,101,10,400.549270591225,2789.5280920229075
110,tilapia,24.219254613108905,107,11,399.8086322947393,2782.0897698561325
111,tilapia,23.702115735211038,106,11,400.10362291765676,2783.148498121745
112,tilapia,23.87733726506743,103,7,400.2433989261753,2787.0626157039383
113,tilapia,23.100070668329778,97,11,400.11227178479686,2786.753721534483
114,tilapia,23.913111693130446,97,9,400.6568437762284,2783.429841740291
115,tilapia,22.895656461604666,94,11,399.48776021759886,2778.641817814176
116,tilapia,23.346256022479196,102,10,399.22838857830135,2781.02316824326
117,tilapia,23.134402594278,100,9,399.4050870731601,2778.6631174542395
118,tilapia,24.046464530031674,102,10,400.280210361909,2781.626884845026
119,tilapia,23.584681111381318,103,10,400.45682773292214,2776.1456137113896
120,tilapia,23.138544721240006,104,9,400.61144205416434,2792.853571642723
121,tilapia,24.411075451966656,98,8,400.6759120297028,2779.344714288829
122,tilapia,23.656560744466425,99,10,400.67441862114737,2778.9833552794016
123,tilapia,24.58743613394851,93,10,399.37421457666363,2778.1093237805944
124,tilapia,23.88987746274943,94,12,400.4605252641966,2788.0603900576834
125,tilapia,23.460248545308612,104,10,400.24494199956496,2777.604355900825
126,tilapia,24.620472181340258,100,10,399.6419550609682,2788.9997440855477
127,tilapia,23.563097361514565,99,10,400.73656397393916,2779.350129943201
128,tilapia,23.581425618299324,101,10,400.5503383557758,2785.333051878715
129,tilapia,23.798905880921602,98,11,399.37767274484247,2787.309716445108
130,tilapia,23.643544660297863,99,10,398.7064884441459,2784.916854997796
131,tilapia,23.705104311156862,103,11,399.8395528718699,2777.4207767253592
132,tilapia,24.084812377681377,98,9,398.15175489839544,2790.3846854804206
133,tilapia,23.938413737032924,98,11,399.55226400478335,2778.0051843857314
134,tilapia,23.700842979614077,105,10,399.5610373124397,2791.384197159957
135,tilapia,23.363224998380772,96,9,399.7544025569049,2784.230319818621
136,tilapia,23.551828824384202,99,11,399.4909792328135,2783.8556986726385
137,tilapia,24.780487187538185,98,12,398.8472397623223,2782.3345794344245
138,tilapia,24.437218084097285,102,9,399.6489686874925,2779.6538951188813
139,tilapia,23.67852936999062,100,12,400.1008512337429,2777.604227240106
140,tilapia,24.732097425522422,97,11,400.21012642202993,2771.4263682961755
141,tilapia,23.07311894709848,99,11,399.21164614048894,2789.8004871704834
142,tilapia,23.806746669394133,94,11,400.2263836508169,2792.790232318983
143,tilapia,23.92126235917433,101,10,399.13460443252416,2783.701802982812
144,tilapia,23.363365150323766,102,10,400.77649988060665,2780.391456352903
145,tilapia,23.59246134385194,100,10,399.3710063019913,2783.1548913761044
146,tilapia,24.05745506105678,99,10,399.2536841723454,2784.4635110549466
147,tilapia,23.91674533349773,104,11,400.0932122420391,2780.946756122519
